GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P
ENSG00000258205,12,88140344,88140460,3,2,46350,-0.13285,0.55284
ENSG00000257648,12,88143919,88144090,107,15,46350,-1.6456,0.95008
ENSG00000258173,12,88147191,88147224,9,3,46350,0.27133,0.39307
ENSG00000258128,12,88175940,88178345,47,8,46350,-1.1341,0.87163
ENSG00000257912,12,88189510,88195805,12,3,46350,-0.56714,0.71469
ENSG00000257940,12,88210263,88211608,7,3,46350,0.078094,0.46888
ENSG00000258179,12,88214431,88214695,4,2,46350,0.92813,0.17667
ENSG00000240721,12,88338662,88344596,119,13,46288,-1.8554,0.96823
ENSG00000165805,12,88373812,88423196,5,2,46350,-0.17719,0.57032
ENSG00000133641,12,88429223,88443937,4,1,45380,0.026235,0.48954
ENSG00000198707,12,88442791,88535993,108,23,45929,-0.39789,0.65464
ENSG00000252747,12,88445478,88445555,5,2,46091,0.19467,0.42283
ENSG00000257752,12,88451653,88452355,6,3,46350,-0.88543,0.81204
ENSG00000139324,12,88536073,88593664,79,26,46055,-2.138,0.98374
ENSG00000199245,12,88824219,88824327,1,1,46350,-1.0407,0.851
ENSG00000049130,12,88890359,88974628,5,2,46350,0.92653,0.17708
ENSG00000281333,12,88974308,88991995,1,1,46350,-0.25412,0.6003
ENSG00000252850,12,88975416,88975573,1,1,46350,-0.25412,0.6003
ENSG00000278011,12,88995639,88995972,3,2,46350,-0.28246,0.6112
ENSG00000246363,12,89404458,89413456,368,27,46018,0.85572,0.19608
ENSG00000257629,12,89421534,89422299,20,6,46350,-0.59573,0.72432
ENSG00000257156,12,89441964,89703330,7,3,46350,1.2737,0.10138
ENSG00000238302,12,89676000,89676062,7,3,46350,0.43186,0.33292
ENSG00000257820,12,89713141,89713426,11,3,46172,2.7748,0.0027617
ENSG00000139318,12,89741009,89747048,29,7,46170,2.7534,0.0029489
ENSG00000274021,12,89744792,89747048,17,4,46350,2.1673,0.015107
ENSG00000271327,12,89761584,89763078,7,3,46350,1.5721,0.057966
ENSG00000271259,12,89765597,89766136,9,5,44697,2.7943,0.002601
ENSG00000139323,12,89813495,89919801,92,20,46065,-1.3581,0.91279
ENSG00000226982,12,89893870,89896447,13,3,45274,1.6333,0.051207
ENSG00000257594,12,89913185,89918583,14,4,46350,0.46714,0.3202
ENSG00000259075,12,89913185,89920039,20,5,45828,0.67689,0.24924
ENSG00000270344,12,89919431,89941782,65,11,46117,-0.024448,0.50975
ENSG00000279939,12,89937980,89938265,4,2,46350,1.5228,0.063903
ENSG00000258302,12,89954906,89988655,38,9,46129,-1.7415,0.9592
ENSG00000070961,12,89981826,90102608,58,12,46297,-1.3881,0.91745
ENSG00000271614,12,90102736,90106367,13,6,46203,-0.016088,0.50642
ENSG00000252207,12,90120713,90120819,6,3,45645,-1.3193,0.90646
ENSG00000257480,12,90146690,90147608,4,1,46350,-0.078393,0.53124
ENSG00000252823,12,90147836,90147929,6,2,46350,0.44795,0.3271
ENSG00000258216,12,90276442,90383066,10,5,46107,-0.54727,0.7079
ENSG00000258290,12,90313214,90313553,5,2,46350,-1.3863,0.91717
ENSG00000257725,12,90341470,90343503,7,4,46350,-0.61092,0.72937
ENSG00000257194,12,90501516,90506556,8,3,46350,0.50524,0.3067
ENSG00000258183,12,90674671,90694117,17,4,46350,2.2045,0.013746
ENSG00000257995,12,91011536,91016599,14,2,46350,-1.6911,0.95459
ENSG00000257787,12,91203053,91204457,13,5,46082,0.45086,0.32604
ENSG00000196243,12,91311800,91342446,63,10,46350,-0.076244,0.53039
ENSG00000197651,12,91345992,91348953,8,4,46140,1.5846,0.056526
ENSG00000083782,12,91357456,91398803,104,19,46224,0.1308,0.44797
ENSG00000139330,12,91444268,91451760,22,6,46350,0.34643,0.36451
ENSG00000139329,12,91496406,91505608,26,6,45563,0.7329,0.23181
ENSG00000011465,12,91534261,91576900,14,2,46350,-0.26335,0.60386
ENSG00000258148,12,91587486,91587719,4,2,43241,-0.66707,0.74764
ENSG00000258100,12,91755973,91762383,82,19,46163,1.0403,0.14911
ENSG00000277738,12,92028664,92029421,87,15,46343,-1.1734,0.87969
ENSG00000258125,12,92073908,92074650,34,11,45702,1.1651,0.12199
ENSG00000258224,12,92264898,92265006,6,2,46350,1.6336,0.051175
ENSG00000257893,12,92271167,92274431,7,3,46350,0.69328,0.24407
ENSG00000257863,12,92295234,92299963,11,5,46115,1.7926,0.03652
ENSG00000257242,12,92378752,92536690,49,13,46176,0.06185,0.47534
ENSG00000133639,12,92534054,92539673,124,33,45972,2.6083,0.0045502
ENSG00000245904,12,92539349,92583436,56,16,46265,0.88819,0.18722
ENSG00000239201,12,92562176,92562653,5,2,46350,1.4691,0.070899
ENSG00000199895,12,92564129,92564229,5,2,46350,-0.43194,0.66711
ENSG00000277851,12,92641532,92757608,46,10,46350,-0.96155,0.83186
ENSG00000205057,12,92813870,92821924,7,2,46350,-0.69388,0.75612
ENSG00000266923,12,92815307,92877456,11,5,46350,-1.1209,0.86884
ENSG00000257127,12,92817735,92824730,17,4,46350,-0.65953,0.74522
ENSG00000205056,12,92860227,92885867,65,20,46342,-0.78426,0.78355
ENSG00000258262,12,92924236,92925100,15,3,46350,-0.94134,0.82673
ENSG00000238865,12,92938668,92938763,25,6,46013,-0.70469,0.7595
ENSG00000214215,12,93096619,93102325,10,3,46221,-0.18573,0.57367
ENSG00000187510,12,93115238,93166231,56,15,46193,-1.1254,0.8698
ENSG00000102189,12,93164413,93323107,59,16,46305,-1.6451,0.95003
ENSG00000258012,12,93251855,93253049,16,4,46350,-0.54022,0.70548
ENSG00000257195,12,93277549,93278476,9,3,46350,-0.55086,0.70913
ENSG00000202534,12,93346415,93346521,11,3,46350,1.2317,0.10903
ENSG00000257345,12,93392994,93413596,35,13,46338,-1.4161,0.92163
ENSG00000257322,12,93397191,93609455,114,32,46236,-0.57328,0.71677
ENSG00000207365,12,93415382,93415488,9,3,46350,0.062512,0.47508
ENSG00000270506,12,93429037,93429520,7,4,46350,-1.1471,0.87433
ENSG00000256393,12,93477374,93477451,11,4,46350,0.58819,0.2782
ENSG00000257746,12,93484298,93501376,39,9,46350,0.48211,0.31486
ENSG00000221617,12,93491027,93491120,56,13,46083,0.101,0.45978
ENSG00000257210,12,93517839,93518319,7,2,46320,0.08434,0.46639
ENSG00000258171,12,93568142,93575608,10,3,46350,0.89819,0.18454
ENSG00000238361,12,93659405,93659508,1,1,46350,-0.70502,0.7596
ENSG00000201502,12,93659793,93659872,8,4,46207,-0.33771,0.63221
ENSG00000257512,12,93708585,93709717,12,3,46350,0.25497,0.39937
ENSG00000257252,12,93710911,93771512,105,24,46246,0.42546,0.33525
ENSG00000173598,12,93771659,93801922,449,48,46181,0.2175,0.41391
ENSG00000177889,12,93799466,93836038,14,7,46335,-1.9464,0.9742
ENSG00000200011,12,93854501,93854602,9,3,46350,-0.51968,0.69836
ENSG00000198015,12,93861264,93909989,487,47,46298,-0.69422,0.75623
ENSG00000243015,12,93903263,93903544,7,3,46350,-0.67259,0.7494
ENSG00000258271,12,93923336,93923765,11,4,46350,0.14594,0.44198
ENSG00000246985,12,93936239,93965544,72,17,45938,-0.39012,0.65178
ENSG00000120833,12,93963590,93970521,148,29,46350,-0.13151,0.55231
ENSG00000186076,12,94034598,94035362,59,7,46037,-0.81563,0.79264
ENSG00000169372,12,94071151,94288503,8,3,46350,-1.6048,0.94573
ENSG00000258274,12,94101567,94131599,16,4,46350,-1.6634,0.95189
ENSG00000264978,12,94224852,94225146,7,3,46350,0.33544,0.36865
ENSG00000258303,12,94229943,94231814,11,4,46350,0.79608,0.21299
ENSG00000257283,12,94288741,94337379,17,6,46350,-1.63,0.94845
ENSG00000271382,12,94338817,94341589,15,5,46196,-1.2618,0.89648
ENSG00000223126,12,94402515,94402823,9,4,46350,-0.15356,0.56102
ENSG00000257360,12,94533853,94535113,405,46,46245,0.33669,0.36817
ENSG00000136040,12,94542499,94701451,205,48,46102,1.3238,0.092782
ENSG00000258035,12,94561782,94579820,19,6,46350,0.98626,0.162
ENSG00000258172,12,94665926,94670971,23,5,46295,0.9256,0.17733
ENSG00000258365,12,94671534,94676620,19,5,45610,1.5942,0.05545
ENSG00000173588,12,94701472,94853728,70,22,45949,1.9922,0.023176
ENSG00000244391,12,94754996,94755300,5,3,44337,1.466,0.071326
ENSG00000213250,12,94817520,94818745,8,4,46191,2.3009,0.0107
ENSG00000278916,12,94853779,94856260,11,4,46350,1.6325,0.051288
ENSG00000257400,12,94885322,94890218,13,5,46350,0.91141,0.18104
ENSG00000244091,12,94909252,94909536,32,14,46350,1.384,0.083184
ENSG00000258357,12,94914866,94915645,4,2,46350,-0.054983,0.52192
ENSG00000236349,12,94942017,94943312,7,3,46350,-0.46687,0.6797
ENSG00000266099,12,94955565,94955635,16,5,46278,-0.67643,0.75062
ENSG00000057704,12,94960900,95044338,31,13,45669,1.2413,0.10725
ENSG00000257847,12,94984597,94984869,21,3,46350,1.2202,0.11119
ENSG00000216306,12,95227923,95228934,13,5,46264,-0.16928,0.56721
ENSG00000208038,12,95228174,95228289,1,1,46350,-0.23398,0.5925
ENSG00000184752,12,95365108,95397546,15,6,46350,-0.067843,0.52704
ENSG00000120798,12,95414005,95467479,55,18,46180,0.90178,0.18359
ENSG00000180263,12,95470525,95611240,155,35,45765,0.77278,0.21983
ENSG00000257121,12,95494307,95494821,14,4,46350,1.7008,0.044491
ENSG00000237774,12,95519536,95520165,74,9,46350,0.64332,0.26001
ENSG00000028203,12,95611522,95696566,51,17,46285,0.72019,0.2357
ENSG00000202470,12,95669546,95669648,6,2,46350,-0.69286,0.7558
ENSG00000257666,12,95680094,95680614,15,5,46350,0.094987,0.46216
ENSG00000212535,12,95684468,95684575,13,5,46350,0.97381,0.16508
ENSG00000199172,12,95702196,95702289,11,4,46212,0.065161,0.47402
ENSG00000265917,12,95703699,95703760,15,6,46170,0.022612,0.49098
ENSG00000257943,12,95705088,95836258,164,28,46156,0.88483,0.18812
ENSG00000258313,12,95781666,95782334,11,3,46350,0.14663,0.44171
ENSG00000222544,12,95832513,95832619,13,5,46350,0.92947,0.17632
ENSG00000241556,12,95861173,95861637,5,2,46350,0.54385,0.29327
ENSG00000111142,12,95867727,95909615,34,15,45872,0.62643,0.26551
ENSG00000136014,12,95910336,95945266,70,22,46174,0.47313,0.31806
ENSG00000257150,12,95945358,96067775,31,14,46350,-0.53181,0.70257
ENSG00000212448,12,96011465,96011562,101,18,46288,1.7354,0.041338
ENSG00000074527,12,96051583,96184930,118,29,46350,1.1905,0.11692
ENSG00000199506,12,96186307,96186413,5,1,46350,-1.393,0.91819
ENSG00000258343,12,96189123,96252617,87,12,46308,0.03993,0.48407
ENSG00000258292,12,96196875,96217085,111,19,46350,1.1764,0.11972
ENSG00000139343,12,96252706,96297606,15,5,46196,2.2248,0.013048
ENSG00000165972,12,96260827,96336752,146,35,46325,-0.35734,0.63958
ENSG00000139344,12,96337071,96362494,20,3,46350,0.81426,0.20775
ENSG00000084110,12,96366440,96390143,24,8,46350,0.19019,0.42458
ENSG00000257878,12,96390299,96405267,13,4,46350,-0.20125,0.57975
ENSG00000111144,12,96394606,96437298,77,22,45904,-1.3244,0.90731
ENSG00000257715,12,96419101,96421749,11,4,46212,-0.17408,0.5691
ENSG00000258251,12,96453802,96454153,132,24,45869,-1.1627,0.87753
ENSG00000283422,12,96554470,96565904,20,9,46237,-0.60291,0.72671
ENSG00000111145,12,96588160,96663613,77,16,45921,-0.67837,0.75123
ENSG00000258177,12,96616575,96617751,8,3,46350,0.03589,0.48568
ENSG00000059758,12,96672039,96794338,103,24,46034,-0.39663,0.65418
ENSG00000201435,12,96697153,96697291,6,3,46350,0.5206,0.30132
ENSG00000257169,12,96780596,96780972,46,12,46350,0.19458,0.42286
ENSG00000258272,12,96816104,96879220,14,6,46266,-0.97142,0.83433
ENSG00000252827,12,96820978,96821264,8,3,46219,-0.38585,0.65019
ENSG00000188596,12,96883365,97269333,372,88,46114,-0.59696,0.72473
ENSG00000258846,12,97294475,97296476,6,3,46350,0.56787,0.28506
ENSG00000139350,12,97301001,97347555,16,4,46350,0.69049,0.24494
ENSG00000202368,12,97373306,97373407,96,32,46260,-1.5821,0.94319
ENSG00000258131,12,97379434,97579387,58,11,46077,2.3209,0.010146
ENSG00000257470,12,97417799,97444907,18,8,46350,0.11084,0.45587
ENSG00000279190,12,97543859,97548405,25,7,46350,-0.25624,0.60112
ENSG00000257920,12,97666470,97669987,10,3,46350,-1.4563,0.92734
ENSG00000255794,12,97824662,97992193,79,30,45998,-0.88416,0.81169
ENSG00000221479,12,97885678,97885761,10,4,46233,-0.9176,0.82059
ENSG00000251844,12,97945915,97946006,5,2,46350,-0.20477,0.58112
ENSG00000279798,12,97957035,97957749,6,2,46350,0.78137,0.21729
ENSG00000207586,12,97957590,97957689,7,2,46350,1.0615,0.14422
ENSG00000257157,12,98073657,98073825,36,14,45994,-0.27917,0.60994
ENSG00000257501,12,98107190,98155637,50,17,46316,-1.3011,0.90338
ENSG00000206899,12,98115494,98115600,18,6,46350,-0.021253,0.50848
ENSG00000265861,12,98332834,98332899,9,3,46350,2.3521,0.0093343
ENSG00000263890,12,98389161,98389226,188,42,46060,-0.4369,0.66891
ENSG00000258312,12,98506792,98686223,58,12,46330,-0.73364,0.76841
ENSG00000257580,12,98711519,98712127,80,25,46192,-0.77817,0.78177
ENSG00000201296,12,98811674,98811816,11,4,45689,-1.3612,0.91328
ENSG00000227825,12,98847613,98850923,26,9,46350,-0.28163,0.61088
ENSG00000245017,12,98879322,98897633,30,9,46061,0.54562,0.29266
ENSG00000257167,12,98906751,98910200,17,7,45698,-0.71597,0.763
ENSG00000120802,12,98909290,98944157,18,9,45208,-0.23709,0.59371
ENSG00000225185,12,98984501,98984992,7,3,46350,-0.54101,0.70575
ENSG00000075415,12,98987369,99000157,16,6,46098,-0.84225,0.80018
ENSG00000212443,12,98993413,98993661,7,4,46320,-2.0145,0.97802
ENSG00000166130,12,99007183,99038891,16,6,46350,0.3441,0.36539
ENSG00000120868,12,99038919,99129211,55,12,46257,-0.21066,0.58342
ENSG00000185046,12,99128462,100378049,757,54,46153,-0.29316,0.6153
ENSG00000258204,12,99188263,99188742,4,2,46350,-1.1538,0.87572
ENSG00000257458,12,99325460,99370434,48,20,46327,0.34284,0.36586
ENSG00000202324,12,99477561,99477683,7,1,46350,1.3356,0.090848
ENSG00000258039,12,99487137,99498789,8,3,45211,0.97962,0.16364
ENSG00000180219,12,100041531,100043824,105,14,46084,1.0316,0.15112
ENSG00000214203,12,100402830,100403616,9,3,46350,0.26788,0.3944
ENSG00000279148,12,100420026,100421318,29,11,45144,1.6009,0.054696
ENSG00000280088,12,100426103,100427852,12,4,46350,0.34206,0.36615
ENSG00000111647,12,100430854,100536626,65,24,46199,0.20364,0.41932
ENSG00000257696,12,100536836,100538449,4,2,46033,0.34133,0.36643
ENSG00000238105,12,100550135,100567437,18,6,46159,0.33395,0.36921
ENSG00000266610,12,100552275,100552521,5,3,46350,-0.55111,0.70922
ENSG00000257489,12,100566974,100593561,15,7,46121,-0.83396,0.79785
ENSG00000075089,12,100593865,100618202,7,4,45859,-0.92869,0.82348
ENSG00000166153,12,100646041,100660857,11,5,46350,-0.46181,0.67789
ENSG00000206790,12,100651466,100651568,6,3,46350,0.2524,0.40037
ENSG00000136021,12,100661024,100735502,140,41,46149,1.1143,0.13257
ENSG00000179520,12,100750857,100815837,94,26,45942,-0.84814,0.80182
ENSG00000012504,12,100867486,100958191,145,27,45837,-0.18837,0.57471
ENSG00000271177,12,100918964,100919198,4,2,46350,1.9064,0.0283
ENSG00000139354,12,100967461,101018697,53,20,46007,0.15511,0.43837
ENSG00000257803,12,100972522,100973975,12,2,46350,0.9378,0.17417
ENSG00000151572,12,101188585,101522419,59,20,46117,2.7412,0.0030612
ENSG00000257325,12,101246109,101253040,73,18,46193,3.5205,0.00021537
ENSG00000258007,12,101432198,101432872,7,3,45546,-0.41356,0.6604
ENSG00000258033,12,101460512,101463010,15,5,46313,0.72932,0.2329
ENSG00000256870,12,101549271,101604185,75,19,46212,1.8019,0.035784
ENSG00000207414,12,101593049,101593155,14,4,46138,0.18983,0.42472
ENSG00000241744,12,101621919,101622654,24,4,46019,-1.203,0.88552
ENSG00000120800,12,101673887,101780394,201,41,46100,2.5891,0.0048113
ENSG00000120805,12,101786898,101801598,69,17,46291,1.2678,0.10244
ENSG00000257543,12,101802150,101802838,5,3,46099,0.83834,0.20092
ENSG00000222890,12,101805135,101805237,3,2,46350,1.242,0.10712
ENSG00000239413,12,101818219,101818469,49,13,46162,0.44621,0.32772
ENSG00000206929,12,101840603,101840710,2,1,46350,0.98233,0.16297
ENSG00000202249,12,101860483,101860598,9,2,46350,-0.33061,0.62953
ENSG00000252366,12,101866117,101866234,11,5,46350,-0.30173,0.61857
ENSG00000166211,12,101869199,101880775,71,17,46309,2.1843,0.01447
ENSG00000196091,12,101988627,102079796,17,8,44890,-0.35704,0.63947
ENSG00000257514,12,102040498,102053748,31,4,45926,-0.35843,0.63999
ENSG00000274560,12,102089780,102090228,51,15,46350,-0.62111,0.73274
ENSG00000111666,12,102091405,102122852,40,13,45972,0.46246,0.32188
ENSG00000199933,12,102113586,102113696,4,2,44663,1.8463,0.032424
ENSG00000139351,12,102122426,102133247,7,3,46350,0.67546,0.24969
ENSG00000111670,12,102139275,102224716,153,43,46302,1.5131,0.065123
ENSG00000222255,12,102159184,102159287,5,2,46350,0.44479,0.32824
ENSG00000258230,12,102166892,102167533,9,4,46350,1.4801,0.069418
ENSG00000201168,12,102173592,102173707,5,2,46350,1.4317,0.076112
ENSG00000222932,12,102190188,102190280,9,5,46326,-0.92653,0.82292
ENSG00000223046,12,102230598,102230705,36,9,46219,1.3344,0.091034
ENSG00000252863,12,102265520,102265579,106,34,45860,-0.21331,0.58446
ENSG00000258153,12,102267094,102267401,7,2,46350,1.2516,0.10536
ENSG00000136048,12,102271129,102317401,428,78,46240,1.2542,0.10488
ENSG00000257202,12,102317188,102318497,6,3,46350,0.9557,0.16961
ENSG00000241917,12,102329994,102330452,120,31,46126,0.64651,0.25897
ENSG00000258308,12,102348776,102356168,37,8,46096,-0.12341,0.54911
ENSG00000258288,12,102357679,102358118,2,1,46350,0.69295,0.24417
ENSG00000120860,12,102406717,102455902,12,6,46350,0.70148,0.2415
ENSG00000257222,12,102457133,102468598,12,6,46350,0.70148,0.2415
ENSG00000075188,12,102466881,102513902,12,5,46350,-0.3173,0.62449
ENSG00000185480,12,102513963,102591298,10,5,46350,-0.66293,0.74631
ENSG00000183395,12,102590237,102591623,1,1,46350,1.3925,0.08188
ENSG00000281344,12,102591363,102796374,511,39,46285,-0.30901,0.62134
ENSG00000264554,12,102611098,102611391,9,3,46350,-0.50843,0.69443
ENSG00000258142,12,102623805,102624311,4,2,46350,-0.18304,0.57262
ENSG00000283052,12,102698133,102857269,12,4,46350,-0.73145,0.76775
ENSG00000017427,12,102789645,102874423,109,26,46231,0.68039,0.24813
ENSG00000257254,12,102907029,102907433,17,4,46350,-0.45948,0.67706
ENSG00000258169,12,103203058,103218177,471,56,46262,0.34538,0.3649
ENSG00000171759,12,103230663,103311381,379,65,46009,0.56931,0.28457
ENSG00000221807,12,103320292,103320383,24,5,46350,0.60621,0.27219
ENSG00000282964,12,103347067,103347613,167,25,46170,0.31516,0.37632
ENSG00000139352,12,103351464,103354294,85,10,46095,1.2027,0.11455
ENSG00000257703,12,103474728,103572453,10,5,46111,0.83388,0.20217
ENSG00000257860,12,103545620,103562087,16,4,46350,0.37988,0.35202
ENSG00000179088,12,103695721,103889788,576,69,46157,0.69218,0.24441
ENSG00000257415,12,103897159,103898714,38,16,45308,-0.11099,0.54419
ENSG00000257994,12,103899189,103899952,51,15,45814,-0.65237,0.74292
ENSG00000257762,12,103941572,103953593,74,16,46081,0.55876,0.28816
ENSG00000136011,12,103981051,104160505,164,37,46230,0.19443,0.42292
ENSG00000212594,12,103985890,103986021,4,2,45749,-1.3609,0.91323
ENSG00000257737,12,104048558,104051773,13,4,45954,1.2443,0.10669
ENSG00000257766,12,104062353,104063184,15,5,46350,0.13438,0.44655
ENSG00000257681,12,104140093,104162636,18,5,46350,0.39068,0.34802
ENSG00000111696,12,104166088,104234975,45,11,46322,-0.24965,0.59857
ENSG00000257754,12,104213388,104215863,11,2,46350,-0.66535,0.74709
ENSG00000257327,12,104235229,104238442,11,5,46350,-0.61021,0.72914
ENSG00000214198,12,104237527,104323989,63,12,46274,0.77489,0.2192
ENSG00000166598,12,104324112,104341704,128,21,46326,-0.66892,0.74823
ENSG00000265072,12,104324203,104324333,1,1,46350,0.17536,0.4304
ENSG00000204954,12,104343985,104359486,41,11,45680,-0.51699,0.69742
ENSG00000139372,12,104359582,104382652,38,14,45508,-0.68853,0.75444
ENSG00000120820,12,104382762,104457961,30,13,46242,-0.71239,0.76189
ENSG00000216285,12,104424557,104425321,4,2,46350,-0.49714,0.69045
ENSG00000111727,12,104458235,104500302,208,35,45864,0.074579,0.47027
ENSG00000120837,12,104510855,104532067,116,15,46265,1.4561,0.072689
ENSG00000199415,12,104519014,104519134,8,5,46350,0.6577,0.25537
ENSG00000257193,12,104564173,104571437,292,24,45866,0.73164,0.23219
ENSG00000198431,12,104609557,104744083,262,28,44344,-0.34664,0.63557
ENSG00000257732,12,104656092,104674500,7,2,46350,-0.66426,0.74674
ENSG00000213442,12,104659087,104659614,34,9,46007,-0.064276,0.52562
ENSG00000255150,12,104697517,104698983,62,8,45587,-0.22365,0.58848
ENSG00000171310,12,104850746,105155792,443,75,45307,-1.4038,0.91981
ENSG00000258111,12,104907807,104908217,9,3,45355,-0.59671,0.72465
ENSG00000279176,12,104945851,104947225,9,4,45885,0.14376,0.44285
ENSG00000264295,12,104985411,104985494,22,3,46350,0.74569,0.22793
ENSG00000136052,12,105196331,105322433,626,66,46248,-1.7121,0.95656
ENSG00000222579,12,105245602,105245696,71,21,45985,-2.342,0.99041
ENSG00000257758,12,105370527,105371805,5,2,46125,-0.087563,0.53489
ENSG00000151131,12,105380088,105454605,195,42,46174,-0.97386,0.83494
ENSG00000136010,12,105413568,105478355,214,35,46319,-0.68637,0.75376
ENSG00000257999,12,105496250,105500957,10,3,46350,0.85447,0.19642
ENSG00000136051,12,105501492,105562912,16,5,46279,0.90372,0.18307
ENSG00000136044,12,105567074,105630016,152,20,46333,1.0507,0.1467
ENSG00000257642,12,105698645,105720795,76,13,46282,1.0125,0.15564
ENSG00000235162,12,105724414,105789875,136,37,46214,-0.46567,0.67927
ENSG00000257859,12,106097981,106137840,265,56,46242,-0.36222,0.64141
ENSG00000257773,12,106409675,106410784,65,18,45939,1.7269,0.042096
ENSG00000257890,12,106444739,106452032,133,30,46183,1.7369,0.041202
ENSG00000074590,12,106457118,106533811,373,65,46147,1.1157,0.13228
ENSG00000257438,12,106496941,106499943,169,47,46148,0.51401,0.30362
ENSG00000257611,12,106563782,106566215,74,19,46169,0.50256,0.30764
ENSG00000136026,12,106631655,106641766,95,17,46119,-1.5468,0.93905
ENSG00000258355,12,106639391,106640734,3,2,46350,0.42991,0.33363
ENSG00000277715,12,106644537,106646564,7,3,44426,0.26917,0.3939
ENSG00000238609,12,106676705,106676767,9,4,46080,0.77422,0.2194
ENSG00000166046,12,106696581,106740793,272,34,46246,-1.1219,0.86905
ENSG00000013503,12,106751436,106903976,152,21,45861,-1.2564,0.89552
ENSG00000257545,12,106889736,107168696,4,2,46350,-0.58666,0.72128
ENSG00000111783,12,106976685,107156581,208,26,45884,-0.79391,0.78638
ENSG00000257711,12,107074536,107078478,9,2,46350,-0.83635,0.79852
ENSG00000257918,12,107108702,107126844,8,4,45267,-1.5203,0.93578
ENSG00000111785,12,107168373,107283094,195,21,46062,-0.38413,0.64956
ENSG00000257119,12,107295061,107295762,34,10,46350,-0.21613,0.58556
ENSG00000240631,12,107304535,107304887,12,3,46350,-1.1147,0.86751
ENSG00000260329,12,107347807,107349275,9,2,46209,-0.40406,0.65691
ENSG00000151135,12,107349497,107367814,21,5,46290,-0.94818,0.82848
ENSG00000120832,12,107371069,107380944,20,11,46291,-2.5999,0.99534
ENSG00000008405,12,107385142,107487607,78,19,46136,0.17725,0.42965
ENSG00000257548,12,107487076,107517092,112,24,46162,0.63784,0.26179
ENSG00000257444,12,107665171,107665623,6,3,46350,1.928,0.026927
ENSG00000151136,12,107712190,108053419,535,63,46197,-0.54037,0.70553
ENSG00000200897,12,107768524,107768604,25,9,46350,1.931,0.026741
ENSG00000222302,12,107880288,107880412,3,1,46350,-0.37887,0.64761
ENSG00000257579,12,108003811,108011498,8,4,44845,-0.091182,0.53633
ENSG00000222160,12,108044566,108044669,13,2,46350,1.6918,0.045339
ENSG00000136045,12,108079509,108106944,154,29,46340,-0.58606,0.72108
ENSG00000240441,12,108113376,108113910,53,9,46158,0.93712,0.17435
ENSG00000110851,12,108126643,108154937,37,7,46103,0.65539,0.25611
ENSG00000258136,12,108130332,108153745,14,4,46216,0.52196,0.30085
ENSG00000187855,12,108168162,108170421,6,3,46024,0.27536,0.39152
ENSG00000263632,12,108193412,108193497,1,1,46350,-0.79985,0.7881
ENSG00000257141,12,108226635,108228807,11,3,45644,0.79578,0.21308
ENSG00000274395,12,108229318,108230332,5,2,44797,0.6489,0.2582
ENSG00000257398,12,108233068,108258339,15,2,46350,0.41914,0.33756
ENSG00000257951,12,108274358,108277163,24,4,45593,-0.21117,0.58362
ENSG00000257392,12,108281507,108283663,13,3,46350,0.58357,0.27975
ENSG00000257426,12,108293415,108293592,13,2,45757,0.32989,0.37074
ENSG00000258072,12,108297047,108297725,7,3,44884,1.1608,0.12287
ENSG00000257129,12,108304180,108306397,102,15,46074,-1.1781,0.88063
ENSG00000075035,12,108523248,108644314,150,25,46201,-0.88678,0.8124
ENSG00000257281,12,108674880,108676012,8,3,46350,-0.32779,0.62846
ENSG00000174600,12,108681821,108733118,32,13,46135,1.2339,0.10862
ENSG00000247213,12,108827907,108886362,575,43,46131,-0.26298,0.60372
ENSG00000198855,12,108908962,108914987,77,19,46214,0.14386,0.44281
ENSG00000075856,12,108916357,108955176,140,41,46171,0.62344,0.2665
ENSG00000136003,12,108956377,108963160,101,30,46089,-1.0118,0.84417
ENSG00000183160,12,108983622,108991900,20,7,46350,-0.80733,0.79026
ENSG00000110876,12,109016053,109027735,75,26,46050,-0.18442,0.57316
ENSG00000257221,12,109022463,109035094,12,5,46350,0.96282,0.16782
ENSG00000110880,12,109038885,109125372,239,27,46218,1.1131,0.13284
ENSG00000238457,12,109062224,109062284,32,7,45656,0.92348,0.17788
ENSG00000200060,12,109132260,109132380,8,2,46350,1.2945,0.097748
ENSG00000264043,12,109171920,109174194,2,1,46350,0.60984,0.27098
ENSG00000084112,12,109171968,109251366,282,41,46138,-0.14273,0.55675
ENSG00000280110,12,109172688,109172942,4,1,46350,1.6027,0.054505
ENSG00000274598,12,109227497,109228160,5,3,43372,1.0706,0.14218
ENSG00000207622,12,109230684,109230782,6,4,45686,0.71514,0.23726
ENSG00000110887,12,109252708,109294819,16,8,46350,0.44588,0.32784
ENSG00000166111,12,109301517,109459045,78,14,46295,-0.60854,0.72858
ENSG00000201324,12,109320211,109320317,9,3,45134,-1.8173,0.96541
ENSG00000238424,12,109425360,109425450,96,10,46338,-0.51877,0.69804
ENSG00000279630,12,109458638,109459045,1,1,46350,0.66758,0.2522
ENSG00000135093,12,109460894,109525831,77,20,46057,-0.96281,0.83218
ENSG00000256262,12,109490155,109491757,5,2,46350,-0.079135,0.53154
ENSG00000212138,12,109497791,109497905,5,2,46350,0.38304,0.35084
ENSG00000189046,12,109525993,109531293,8,3,45733,-0.5624,0.71308
ENSG00000076248,12,109535379,109548797,123,18,46268,-0.036001,0.51436
