GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P
ENSG00000137392,6,35762759,35765121,14,5,42343,1.1411,0.12692
ENSG00000197753,6,35773070,35791852,46,4,51646,0.71145,0.2384
ENSG00000096063,6,35800743,35889119,166,18,52733,0.7839,0.21655
ENSG00000112053,6,35911291,35992632,100,23,52137,0.86585,0.19329
ENSG00000271304,6,35957292,35958213,9,3,53293,1.6508,0.049392
ENSG00000112062,6,35995454,36079013,27,10,52895,0.93549,0.17477
ENSG00000237719,6,36059768,36060423,23,7,47280,0.95442,0.16994
ENSG00000156711,6,36098098,36112301,69,19,51300,-0.18055,0.57164
ENSG00000221743,6,36108275,36108365,1,1,50696,-0.73031,0.7674
ENSG00000246982,6,36114475,36164982,11,4,52424,-0.77992,0.78228
ENSG00000096070,6,36164521,36200567,104,29,51850,0.44754,0.32724
ENSG00000180316,6,36210980,36276372,13,7,50639,-0.31607,0.62403
ENSG00000189325,6,36283534,36304662,77,21,50766,-0.55035,0.70896
ENSG00000010030,6,36321868,36355577,14,5,50667,-0.76896,0.77904
ENSG00000224666,6,36354608,36361239,15,3,53293,0.015168,0.49395
ENSG00000179165,6,36358328,36410666,204,45,51941,-0.10735,0.54274
ENSG00000112078,6,36410544,36458920,88,12,51115,-1.6605,0.9516
ENSG00000240733,6,36418692,36418978,19,2,52596,-0.32408,0.62706
ENSG00000112079,6,36461669,36515247,213,22,52444,-1.1043,0.86527
ENSG00000239964,6,36489968,36490275,4,1,53293,-0.44268,0.671
ENSG00000112081,6,36562145,36573377,147,30,51905,-1.5256,0.93645
ENSG00000263894,6,36590213,36590289,143,18,52571,0.22331,0.41165
ENSG00000238554,6,36607322,36607449,52,6,53293,-0.6155,0.73089
ENSG00000251864,6,36640615,36640721,17,3,52339,-0.50527,0.69331
ENSG00000281450,6,36641398,36642903,25,3,53284,-0.80739,0.79028
ENSG00000213500,6,36641594,36643047,29,3,52726,-0.43937,0.6698
ENSG00000124762,6,36644237,36655116,52,10,52514,-0.61696,0.73137
ENSG00000255587,6,36665628,36700960,120,22,50621,-3.1352,0.99914
ENSG00000220349,6,36704827,36705763,16,5,53293,-0.34689,0.63566
ENSG00000124772,6,36708555,36807778,201,40,52270,-1.9943,0.97694
ENSG00000137168,6,36822603,36842800,180,27,51872,0.94548,0.17221
ENSG00000198663,6,36839646,36896740,194,31,51506,-0.64931,0.74193
ENSG00000232598,6,36907847,36912451,48,10,52772,0.34403,0.36541
ENSG00000164530,6,36916039,36932613,100,19,52747,-0.12332,0.54907
ENSG00000137409,6,36935917,36954074,41,11,52611,0.49462,0.31043
ENSG00000146192,6,36973423,36996846,49,8,52376,0.29216,0.38508
ENSG00000226976,6,37012636,37012965,85,19,51376,1.0862,0.1387
ENSG00000216412,6,37059090,37059582,25,6,50401,-1.9085,0.97184
ENSG00000137193,6,37137979,37143202,106,26,50690,-0.43263,0.66736
ENSG00000172738,6,37179956,37225399,8,3,52996,-0.50083,0.69176
ENSG00000065491,6,37225548,37300746,55,18,51330,1.5755,0.057569
ENSG00000275550,6,37263360,37263518,4,2,53239,-0.14312,0.5569
ENSG00000112130,6,37321748,37362514,354,60,52066,2.9388,0.0016474
ENSG00000239953,6,37328961,37329256,2,1,49715,-0.22957,0.59079
ENSG00000137200,6,37400996,37449282,299,44,52137,2.6369,0.0041839
ENSG00000198937,6,37450696,37467698,296,51,51224,1.3169,0.093941
ENSG00000204110,6,37475124,37503392,134,41,51849,2.431,0.0075281
ENSG00000229559,6,37511329,37515056,19,5,50874,1.5019,0.066567
ENSG00000227920,6,37512921,37518636,59,16,52531,1.9601,0.024991
ENSG00000263926,6,37523141,37523198,127,15,52370,4.1136,1.95E-05
ENSG00000279942,6,37535492,37539236,25,9,51848,0.98897,0.16134
ENSG00000112139,6,37598455,37665766,166,44,52193,0.87874,0.18977
ENSG00000225945,6,37783553,37786994,9,3,53293,2.2533,0.012121
ENSG00000156639,6,37787275,38122400,203,39,52328,1.8928,0.029193
ENSG00000243313,6,37800698,37800961,73,18,51913,1.0121,0.15574
ENSG00000200597,6,37883349,37883518,48,15,50811,-0.71725,0.76339
ENSG00000218521,6,37970608,37971089,116,15,53141,2.3241,0.010061
ENSG00000183826,6,38136227,38607700,310,44,52472,1.9083,0.028177
ENSG00000200706,6,38175050,38175121,13,5,52111,0.15755,0.4374
ENSG00000226533,6,38449468,38450307,365,43,52229,1.5516,0.060378
ENSG00000199938,6,38533726,38533831,4,2,46211,-0.6287,0.73523
ENSG00000217227,6,38555099,38556305,8,2,53293,-0.54246,0.70625
ENSG00000124767,6,38643701,38670917,56,15,52436,1.2086,0.11341
ENSG00000236355,6,38681827,38682993,8,3,50933,0.45011,0.32632
ENSG00000124721,6,38683117,38998305,272,25,52086,1.2243,0.11043
ENSG00000244297,6,38711862,38712159,21,5,52546,0.008256,0.49671
ENSG00000219273,6,38730681,38732470,12,2,53293,0.42353,0.33595
ENSG00000212586,6,38790083,38790180,11,3,52326,1.9344,0.026533
ENSG00000231150,6,38890805,38920875,45,14,52854,0.63131,0.26392
ENSG00000220076,6,38895807,38895929,4,1,53293,1.1238,0.13056
ENSG00000220556,6,39007379,39007761,2,1,53293,-0.8342,0.79792
ENSG00000112164,6,39016574,39055519,20,9,51878,0.36423,0.35784
ENSG00000112167,6,39071840,39082965,17,8,49547,-0.27827,0.6096
ENSG00000217165,6,39078097,39080728,6,3,48802,-0.1663,0.56604
ENSG00000164626,6,39156749,39197226,121,23,50842,1.4876,0.068428
ENSG00000124780,6,39266777,39282329,382,41,52611,2.1102,0.017422
ENSG00000095981,6,39282474,39290744,36,6,52314,0.60214,0.27354
ENSG00000164627,6,39297766,39693181,524,80,52435,2.8491,0.002192
ENSG00000218986,6,39321523,39321948,17,4,53293,-1.3345,0.90898
ENSG00000231276,6,39521587,39522719,6,2,53293,-0.0021389,0.50085
ENSG00000252990,6,39588121,39588240,6,2,53293,-0.0055087,0.5022
ENSG00000146122,6,39760074,39872653,318,58,52463,2.394,0.0083319
ENSG00000281969,6,39786527,39791003,13,4,49611,-1.2004,0.88501
ENSG00000235033,6,39849580,39867847,44,4,52879,2.0533,0.020021
ENSG00000124615,6,39871941,39902290,449,75,52292,2.5106,0.0060266
ENSG00000180211,6,39926153,39926572,63,19,52222,3.5825,0.00017018
ENSG00000220586,6,39960554,39967972,423,55,52563,0.59071,0.27736
ENSG00000227131,6,40239305,40243976,16,4,52862,0.37761,0.35286
ENSG00000204091,6,40302693,40347626,189,30,51774,2.1036,0.017707
ENSG00000204092,6,40312083,40313890,34,5,53013,3.4079,0.00032736
ENSG00000226070,6,40326483,40337213,7,3,53293,3.8289,6.44E-05
ENSG00000156564,6,40359325,40555204,301,33,52730,3.2797,0.00051966
ENSG00000252767,6,40375592,40375694,40,10,52194,0.66458,0.25316
ENSG00000236075,6,40469370,40470132,98,12,52710,0.8151,0.20751
ENSG00000226454,6,40484075,40491672,85,15,52473,1.941,0.026129
ENSG00000237947,6,40681150,40683102,7,2,52135,1.284,0.099566
ENSG00000124602,6,40994650,41006956,182,17,52709,0.48142,0.31511
ENSG00000112212,6,41010293,41012076,10,2,53271,-0.63818,0.73832
ENSG00000124701,6,41021043,41032250,12,2,51757,-1.3352,0.9091
ENSG00000124596,6,41032517,41065497,13,4,52805,-0.69212,0.75557
ENSG00000001167,6,41040684,41067715,29,5,50339,1.8325,0.033438
ENSG00000161912,6,41068761,41108573,85,15,52651,1.6109,0.053595
ENSG00000161911,6,41117080,41122075,1,1,53293,-2.0435,0.9795
ENSG00000095970,6,41126244,41130924,1,1,34190,-1.778,0.9623
ENSG00000112195,6,41158015,41168932,45,15,51795,0.41324,0.33972
ENSG00000184106,6,41176451,41185685,20,3,53243,1.2781,0.10061
ENSG00000188056,6,41196062,41206120,61,8,53293,0.85108,0.19736
ENSG00000212176,6,41207258,41207364,9,3,50884,0.46226,0.32195
ENSG00000225690,6,41215107,41217387,27,7,49438,-0.4234,0.664
ENSG00000274256,6,41218589,41218835,13,5,52661,-0.28691,0.61291
ENSG00000278745,6,41220434,41220596,9,3,52368,0.0703,0.47198
ENSG00000124731,6,41235664,41254457,17,5,53215,0.3791,0.35231
ENSG00000218809,6,41237613,41237977,9,4,50746,0.66623,0.25263
ENSG00000206745,6,41270204,41270310,36,4,50740,-0.19703,0.5781
ENSG00000213461,6,41275904,41276303,3,2,53293,0.19288,0.42353
ENSG00000096264,6,41303393,41318625,238,50,49993,-0.16199,0.56434
ENSG00000238867,6,41323187,41323246,40,7,51715,-0.65355,0.7433
ENSG00000279284,6,41349130,41349570,224,47,51310,1.0574,0.14516
ENSG00000280371,6,41373557,41374299,91,20,46777,-0.94716,0.82822
ENSG00000234753,6,41462591,41516359,135,31,51003,-1.1967,0.88428
ENSG00000226917,6,41470182,41487590,11,4,47084,-1.5435,0.93865
ENSG00000137166,6,41514164,41570122,47,11,49968,0.8909,0.18649
ENSG00000266494,6,41566461,41566526,4,2,49402,-1.0906,0.86228
ENSG00000112559,6,41604806,41621977,39,7,49872,1.4694,0.070862
ENSG00000230913,6,41634644,41635387,1,1,50696,1.0203,0.1538
ENSG00000112561,6,41651716,41703997,160,16,52844,0.1622,0.43558
ENSG00000231102,6,41688134,41701770,7,3,52613,-0.001384,0.50055
ENSG00000096088,6,41704449,41715139,154,46,49928,-1.1404,0.87294
ENSG00000269387,6,41732030,41732198,9,3,52542,-1.0009,0.84157
ENSG00000137218,6,41737914,41747638,58,17,50435,0.14622,0.44187
ENSG00000278224,6,41748500,41755110,27,8,51521,-1.2454,0.89351
ENSG00000124593,6,41749096,41755110,331,46,51873,-1.1394,0.87273
ENSG00000214736,6,41755400,41757636,6,2,51276,-0.8357,0.79834
ENSG00000164663,6,41757634,41863099,153,19,52344,-1.7119,0.95654
ENSG00000268745,6,41759148,41759215,5,3,51580,-1.9594,0.97497
ENSG00000206977,6,41800592,41800731,5,2,51932,-1.1026,0.86491
ENSG00000227516,6,41836360,41837469,3,1,52962,-0.083283,0.53319
ENSG00000124641,6,41873092,41888857,5,2,53293,-0.87482,0.80916
ENSG00000207371,6,41885154,41885264,4,2,53045,-0.50025,0.69155
ENSG00000112578,6,41888926,41900784,5,2,53293,-0.82909,0.79647
ENSG00000112576,6,41902671,42018095,33,13,52365,-1.487,0.9315
ENSG00000206875,6,41986146,41986252,18,6,51172,0.88143,0.18904
ENSG00000223946,6,41997791,41999120,8,2,50586,-0.65808,0.74476
ENSG00000137413,6,42018251,42055199,172,29,52013,0.44263,0.32901
ENSG00000261068,6,42059971,42061997,18,4,51829,1.6037,0.05439
ENSG00000188112,6,42068856,42110357,46,17,49948,1.0404,0.14907
ENSG00000048545,6,42123144,42147794,79,19,51318,0.66337,0.25355
ENSG00000214732,6,42123164,42131177,3,1,52033,0.052834,0.47893
ENSG00000112599,6,42152139,42162654,108,22,52401,0.013736,0.49452
ENSG00000048544,6,42174539,42185603,135,31,52031,1.823,0.034155
ENSG00000124496,6,42192669,42419789,195,30,51441,0.90749,0.18207
ENSG00000221252,6,42379938,42380134,57,3,53249,1.3288,0.091959
ENSG00000237107,6,42467448,42467760,21,5,52953,2.0383,0.020762
ENSG00000238611,6,42473238,42473344,29,3,52883,-0.26128,0.60306
ENSG00000024048,6,42531800,42661242,369,46,52304,-0.41522,0.66101
ENSG00000206848,6,42631900,42632006,7,3,53293,0.51081,0.30474
ENSG00000112619,6,42664338,42690312,158,37,52460,0.077657,0.46905
ENSG00000213435,6,42694972,42695438,3,2,52427,-1.5635,0.94103
ENSG00000124659,6,42712219,42713834,4,2,47125,-0.26375,0.60401
ENSG00000112624,6,42714696,42836298,133,21,51594,-0.056797,0.52265
ENSG00000146223,6,42847373,42857663,59,18,52148,0.65668,0.25569
ENSG00000221821,6,42858003,42858554,10,3,52915,2.167,0.015117
ENSG00000171611,6,42883727,42893573,248,45,52524,0.88872,0.18708
ENSG00000137161,6,42896930,42907025,173,26,52299,0.56663,0.28548
ENSG00000231113,6,42908102,42916098,32,10,52075,0.49745,0.30944
ENSG00000181524,6,42924083,42924503,20,3,52819,-0.49096,0.68827
ENSG00000124713,6,42928496,42931618,52,13,52784,0.77982,0.21775
ENSG00000124587,6,42931608,42946958,75,19,52374,0.53252,0.29718
ENSG00000112640,6,42952237,42980080,47,13,51746,-0.20874,0.58268
ENSG00000124733,6,42979832,42981706,6,4,51450,0.035688,0.48577
ENSG00000124702,6,42981841,42989036,7,4,52390,-0.46193,0.67793
ENSG00000124541,6,42989383,42997335,14,3,51843,0.24681,0.40253
ENSG00000272223,6,43001635,43002143,4,2,52108,0.90248,0.1834
ENSG00000240625,6,43003936,43004238,6,3,52070,0.27368,0.39217
ENSG00000044090,6,43005355,43021683,41,11,51731,0.3568,0.36062
ENSG00000112651,6,43021767,43027544,6,2,53293,0.79056,0.2146
ENSG00000137171,6,43027332,43042837,10,3,53293,0.69672,0.24299
ENSG00000272170,6,43042069,43042477,3,2,45496,1.3233,0.092864
ENSG00000112655,6,43044006,43129457,104,27,50273,1.5525,0.060273
ENSG00000112658,6,43139037,43149245,6,3,52445,0.93546,0.17478
ENSG00000112659,6,43149913,43192325,118,23,52735,0.27044,0.39341
ENSG00000245261,6,43181539,43191598,4,1,49813,-0.11377,0.54529
ENSG00000112667,6,43193367,43197222,9,4,49099,-0.11564,0.54603
ENSG00000146216,6,43211418,43255997,68,19,51068,1.4015,0.080529
ENSG00000137204,6,43266002,43273276,30,7,52281,2.3296,0.0099131
ENSG00000146215,6,43273210,43276535,4,2,53293,0.92368,0.17783
ENSG00000219222,6,43277969,43278095,3,2,53293,1.2579,0.10421
ENSG00000220614,6,43295872,43296214,1,1,53293,-0.27307,0.6076
ENSG00000171467,6,43303808,43337181,19,9,50736,0.93982,0.17366
ENSG00000179157,6,43331217,43331957,2,1,53293,0.3514,0.36265
ENSG00000226558,6,43331958,43332032,2,1,53293,0.3514,0.36265
ENSG00000124574,6,43395292,43418168,24,7,52272,-0.051367,0.52048
ENSG00000171462,6,43418090,43424370,26,7,52933,0.45223,0.32555
ENSG00000207076,6,43441924,43442030,5,3,50450,0.66042,0.25449
ENSG00000137221,6,43445261,43474294,26,4,52355,1.0981,0.13609
ENSG00000204052,6,43474707,43478424,5,2,50313,0.86315,0.19403
ENSG00000137207,6,43479565,43484728,7,3,52551,0.91341,0.18051
ENSG00000171453,6,43484760,43497323,13,3,52586,0.82989,0.2033
ENSG00000271754,6,43486918,43487462,3,1,53293,1.0218,0.15344
ENSG00000124571,6,43490068,43543812,153,27,52057,0.14668,0.44169
ENSG00000219470,6,43506559,43507440,4,2,52644,-0.52966,0.70183
ENSG00000252218,6,43511881,43512007,5,2,52385,0.84467,0.19915
ENSG00000271970,6,43529609,43530156,5,2,53293,1.0382,0.1496
ENSG00000170734,6,43543887,43583397,121,32,50355,0.11022,0.45612
ENSG00000203362,6,43555967,43559099,3,1,53293,-0.25935,0.60232
ENSG00000172432,6,43588219,43596899,12,5,51649,1.5308,0.062905
ENSG00000124688,6,43597277,43608689,75,23,50019,0.29204,0.38513
ENSG00000172426,6,43612783,43640336,244,67,50126,1.0542,0.1459
ENSG00000096080,6,43639040,43655528,224,47,50597,0.2709,0.39323
ENSG00000218107,6,43673686,43674488,22,5,53157,0.54999,0.29116
ENSG00000236961,6,43690523,43705571,40,10,51070,-0.42461,0.66444
ENSG00000112715,6,43737950,43754224,304,55,50013,0.24243,0.40422
ENSG00000272114,6,43738166,43738353,10,3,44604,-0.53445,0.70349
ENSG00000283573,6,43770930,43810362,43,13,46192,-0.76544,0.778
ENSG00000283215,6,43812615,43820054,12,4,49112,-0.88567,0.8121
ENSG00000223469,6,43819494,43820070,9,4,50072,-0.63048,0.73581
ENSG00000237686,6,43963460,44042389,35,8,49034,0.31215,0.37746
ENSG00000181577,6,43968317,43973695,43,5,49708,0.29213,0.38509
ENSG00000231881,6,44041650,44045689,13,6,49504,1.4465,0.074015
ENSG00000183239,6,44056979,44057433,27,7,52485,0.79213,0.21414
ENSG00000180992,6,44081191,44095194,51,14,50400,1.2148,0.11223
ENSG00000137216,6,44094651,44123256,70,13,50749,0.26876,0.39406
ENSG00000137225,6,44126548,44152139,10,5,48722,0.38489,0.35016
ENSG00000262179,6,44184676,44185973,6,2,47749,-1.4758,0.93
ENSG00000112759,6,44187242,44201888,9,3,48263,-1.4043,0.91988
ENSG00000096384,6,44213903,44221625,79,21,51018,0.74855,0.22706
ENSG00000157593,6,44221833,44225627,3,1,44361,1.4655,0.071395
ENSG00000146232,6,44225903,44233525,28,6,50343,-0.43598,0.66858
ENSG00000178233,6,44238203,44275243,21,6,50570,0.76503,0.22213
ENSG00000272442,6,44240931,44346694,16,7,51753,0.1994,0.42098
ENSG00000146221,6,44246480,44265425,29,5,52119,0.49337,0.31088
ENSG00000124608,6,44267391,44281063,31,7,52276,0.082696,0.46705
ENSG00000249481,6,44310397,44344904,12,3,50891,-0.50889,0.69458
ENSG00000096401,6,44355262,44418163,13,4,52957,-0.080413,0.53205
ENSG00000267849,6,44400472,44400720,1,1,53293,0.11203,0.4554
ENSG00000266619,6,44403378,44403459,6,2,51895,-0.091502,0.53645
ENSG00000237530,6,44492996,44494491,167,23,52813,0.74356,0.22857
ENSG00000279076,6,44519314,44521018,8,4,49757,1.3775,0.084179
ENSG00000196284,6,44796469,45345670,323,58,52117,1.2711,0.10185
ENSG00000270900,6,44866448,44867032,131,28,52812,0.94319,0.17279
ENSG00000276156,6,45065233,45065713,10,4,52883,0.44648,0.32763
ENSG00000277769,6,45065758,45066997,6,3,52812,-0.034329,0.51369
ENSG00000219384,6,45126607,45127248,5,2,53050,0.41823,0.33789
ENSG00000207769,6,45165411,45165507,7,3,53191,1.7712,0.038262
ENSG00000124813,6,45296054,45632086,122,23,52637,1.3438,0.089503
ENSG00000271857,6,45388816,45389742,103,25,51618,0.99134,0.16076
ENSG00000261080,6,45541083,45544507,22,2,51885,1.7885,0.036845
ENSG00000112782,6,45866188,46048132,56,20,52014,0.15708,0.43759
ENSG00000212468,6,45986482,45986588,9,2,53293,-1.2671,0.89744
ENSG00000231769,6,46064830,46097443,62,16,53178,-0.07244,0.52887
ENSG00000001561,6,46097730,46114436,22,3,53293,-0.28809,0.61336
ENSG00000112796,6,46126924,46138708,20,4,51707,-0.43122,0.66685
ENSG00000229349,6,46172466,46175123,39,6,52773,-0.63444,0.7371
ENSG00000172348,6,46188473,46459709,45,15,51857,0.2575,0.3984
ENSG00000226541,6,46406047,46406356,3,1,52888,-0.93882,0.82609
ENSG00000236466,6,46459789,46500495,9,3,53293,0.64049,0.26093
ENSG00000146233,6,46517317,46620567,22,5,50800,0.55048,0.291
ENSG00000153291,6,46620652,46645930,7,3,52932,0.58765,0.27838
ENSG00000242973,6,46638181,46655902,4,2,52982,1.0639,0.14368
ENSG00000180113,6,46655612,46672056,46,13,51772,0.46382,0.32139
ENSG00000146070,6,46671938,46703430,15,5,51870,0.11222,0.45532
ENSG00000230062,6,46714654,46727243,42,5,52896,0.47611,0.317
ENSG00000236164,6,46726033,46728895,6,3,42551,-0.70817,0.76058
ENSG00000112818,6,46761127,46807519,27,8,52451,0.66619,0.25264
ENSG00000069122,6,46820249,46922680,94,28,52561,-0.20829,0.5825
ENSG00000225730,6,46871208,46876815,9,4,53238,0.10743,0.45723
ENSG00000153292,6,46965440,47010099,29,10,52810,0.64558,0.25928
ENSG00000146072,6,47199268,47277641,43,13,52121,0.28035,0.3896
ENSG00000271328,6,47336679,47336966,7,2,51254,-1.054,0.85406
ENSG00000270761,6,47444979,47445308,5,2,53293,-0.15092,0.55998
ENSG00000198087,6,47445525,47594999,103,18,52730,0.57896,0.28131
ENSG00000199762,6,47456803,47456906,9,2,53029,-0.62989,0.73562
ENSG00000216813,6,47530358,47530754,5,2,52712,-0.68113,0.75211
ENSG00000164393,6,47624172,47665529,46,3,52730,-1.2024,0.8854
ENSG00000153294,6,47653600,47689757,36,2,52977,-0.94889,0.82866
ENSG00000252711,6,47683019,47683337,6,2,52694,1.1581,0.12341
ENSG00000226594,6,47697563,47708477,13,3,51999,-1.438,0.92478
ENSG00000216616,6,47720564,47720976,7,3,51254,0.69273,0.24424
ENSG00000124818,6,47749718,47800516,347,39,52265,-0.61933,0.73215
ENSG00000200340,6,47791126,47791286,32,6,53262,0.10413,0.45853
ENSG00000244694,6,47845764,48036425,9,4,53293,0.66381,0.2534
ENSG00000226068,6,48116939,48117741,3,2,52500,1.0843,0.13912
ENSG00000216835,6,48181340,48182530,2,1,47513,0.5203,0.30143
ENSG00000278736,6,48669234,48669615,12,2,53293,-0.65356,0.7433
ENSG00000221175,6,48817560,48817639,123,23,52386,0.6992,0.24221
ENSG00000271162,6,48919707,48920418,8,3,52720,-0.76856,0.77892
ENSG00000218337,6,49045349,49045688,25,8,53008,1.0211,0.15361
ENSG00000274867,6,49083173,49083751,4,2,53293,0.61198,0.27028
ENSG00000217631,6,49241241,49241435,8,2,53266,0.92603,0.17721
ENSG00000252457,6,49312460,49312521,7,2,53293,0.39888,0.34499
ENSG00000277043,6,49325859,49328093,15,3,52418,0.18119,0.42811
ENSG00000146085,6,49398073,49430904,13,4,51274,1.3698,0.085378
ENSG00000031691,6,49431091,49460820,29,8,52198,1.3274,0.092189
ENSG00000203972,6,49467671,49494760,115,11,52702,1.3722,0.085005
ENSG00000197261,6,49518359,49519808,7,2,53293,1.8842,0.029769
ENSG00000216998,6,49533637,49547879,6,2,51707,-0.99884,0.84106
ENSG00000112077,6,49572871,49604552,50,11,52035,0.70478,0.24047
ENSG00000124490,6,49660071,49681303,12,3,53293,0.23167,0.4084
ENSG00000279127,6,49689644,49691720,12,4,53095,0.24099,0.40478
ENSG00000096006,6,49695097,49712150,14,5,52224,0.46408,0.3213
ENSG00000170950,6,49753364,49755020,4,2,53293,0.60917,0.27121
ENSG00000235122,6,49785143,49788155,50,9,53098,2.2302,0.012868
ENSG00000226707,6,49791425,49792495,32,5,52883,1.1919,0.11665
ENSG00000124812,6,49801970,49844809,136,29,52399,2.2827,0.011225
ENSG00000214643,6,49913814,49917157,9,3,51496,0.14948,0.44059
ENSG00000177684,6,49927962,49931818,10,3,53071,0.41366,0.33956
ENSG00000214642,6,49936390,49937338,3,2,53293,1.9459,0.025835
ENSG00000203970,6,49976851,49989694,5,2,52544,1.2678,0.10243
ENSG00000180872,6,50011288,50016364,5,2,50863,0.92242,0.17815
ENSG00000226733,6,50061424,50066995,242,51,52159,2.6456,0.0040778
ENSG00000233470,6,50481748,50488817,9,2,53293,0.20935,0.41709
ENSG00000230472,6,50555320,50604918,417,27,52861,0.92539,0.17738
ENSG00000008197,6,50681541,50740701,21,7,53233,4.7338,1.10E-06
ENSG00000008196,6,50786436,50815326,215,36,52448,1.549,0.060691
ENSG00000060303,6,50824968,50825375,66,14,52653,-0.20629,0.58172
ENSG00000216913,6,50865328,50865938,8,4,53293,2.3985,0.0082322
ENSG00000230204,6,50880425,50880969,104,32,52883,1.287,0.099044
ENSG00000270306,6,51250080,51250647,14,7,50820,0.80203,0.21127
ENSG00000232702,6,51274879,51275335,7,3,53293,0.18012,0.42853
ENSG00000212532,6,51329488,51329563,25,10,52835,3.6818,0.00011579
ENSG00000214641,6,51401953,51402341,23,9,52588,1.3682,0.085624
ENSG00000228689,6,51464521,51487682,30,5,53293,0.19058,0.42443
ENSG00000170927,6,51480098,51952423,297,28,52959,3.6437,0.00013437
ENSG00000240641,6,51840458,51840755,31,10,52639,2.4388,0.0073689
ENSG00000207604,6,52009147,52009232,9,4,53182,0.45547,0.32439
ENSG00000225613,6,52011612,52015917,8,3,53266,-1.1434,0.87356
ENSG00000199080,6,52013721,52013839,6,3,53293,-1.0693,0.85754
ENSG00000112115,6,52051185,52055436,6,2,49654,-0.8414,0.79994
ENSG00000112116,6,52101479,52109335,12,6,51972,0.75397,0.22543
ENSG00000218363,6,52111258,52112160,8,4,50805,0.97359,0.16513
ENSG00000112118,6,52128807,52149679,4,2,49325,0.52304,0.30047
ENSG00000096093,6,52226921,52389539,245,49,51745,0.38175,0.35132
ENSG00000170915,6,52226926,52272575,348,44,52124,0.85073,0.19746
ENSG00000065308,6,52362200,52441713,144,32,52513,0.8187,0.20648
ENSG00000225791,6,52442105,52448791,8,4,48732,-0.14956,0.55944
ENSG00000270382,6,52522171,52522449,11,3,50611,1.4064,0.079795
ENSG00000216775,6,52529946,52533953,225,51,52526,0.78021,0.21763
ENSG00000096092,6,52535907,52551386,17,5,52568,1.052,0.14639
ENSG00000220377,6,52552728,52568623,8,3,50886,-1.0731,0.85839
ENSG00000271227,6,52553459,52553796,7,3,46357,-0.28145,0.61082
ENSG00000237674,6,52604388,52609454,5,1,52537,0.88901,0.187
ENSG00000244067,6,52614887,52628367,320,45,52454,0.18633,0.42609
ENSG00000217228,6,52630078,52643145,396,71,52302,0.23485,0.40716
ENSG00000243955,6,52656462,52668708,154,30,51643,0.99839,0.15905
ENSG00000223622,6,52670411,52678258,6,2,50774,1.6993,0.044628
ENSG00000182793,6,52696453,52710893,143,38,51125,1.8238,0.034087
ENSG00000230375,6,52712708,52735127,9,2,52873,0.98625,0.16201
ENSG00000230845,6,52737812,52744738,1,1,41814,-2.0642,0.9805
ENSG00000174156,6,52761437,52774483,7,3,50976,2.4644,0.0068628
ENSG00000243236,6,52804524,52822319,16,4,52593,-0.0069126,0.50276
ENSG00000170899,6,52843053,52859968,19,6,51791,0.13938,0.44458
ENSG00000252106,6,52843956,52844053,22,5,53185,0.95506,0.16977
ENSG00000202198,6,52860418,52860748,16,5,51509,0.04537,0.48191
ENSG00000283293,6,52860419,52860746,16,5,51509,0.04537,0.48191
ENSG00000112144,6,52866077,52926600,66,13,51670,0.41289,0.33984
ENSG00000112146,6,52929796,52965671,28,8,47945,-0.39399,0.65321
ENSG00000242865,6,52955759,52956056,3,1,53293,0.31881,0.37494
ENSG00000261745,6,52990442,52990944,13,4,52420,0.048051,0.48084
ENSG00000137270,6,52991762,53013627,45,12,50708,0.72208,0.23512
ENSG00000253026,6,53018593,53018696,9,2,53293,-0.79566,0.78688
ENSG00000219074,6,53061518,53061957,129,25,52642,1.5225,0.06394
ENSG00000218713,6,53071396,53073495,33,5,53293,2.3298,0.0099087
ENSG00000206908,6,53084059,53084222,31,8,52589,1.2999,0.096816
ENSG00000219163,6,53100419,53101095,13,5,51367,-0.094938,0.53782
ENSG00000012660,6,53132196,53213977,14,5,53293,-0.26131,0.60307
ENSG00000264056,6,53141791,53141869,5,2,52817,-0.23446,0.59268
ENSG00000217527,6,53201741,53202144,7,2,53293,0.1808,0.42826
ENSG00000271367,6,53214956,53215503,9,3,53293,-0.29939,0.61768
ENSG00000219863,6,53219513,53219863,6,2,53293,-0.091626,0.5365
ENSG00000218049,6,53233468,53233807,52,10,53083,0.87714,0.19021
ENSG00000218261,6,53243301,53243659,5,2,52038,-0.4154,0.66107
ENSG00000271338,6,53246317,53247001,3,2,53220,-1.5932,0.94444
ENSG00000253010,6,53280092,53280405,32,9,52184,2.6315,0.0042509
ENSG00000271373,6,53283250,53283535,5,2,46535,1.6291,0.051645
ENSG00000212065,6,53321245,53321330,106,20,52863,0.68074,0.24802
ENSG00000001084,6,53362139,53409927,89,17,51729,-1.1402,0.8729
ENSG00000249379,6,53367983,53371717,12,4,48986,1.0904,0.13776
ENSG00000231683,6,53426087,53481969,44,11,50312,1.6284,0.051715
ENSG00000235899,6,53493178,53496192,10,4,53180,-0.5258,0.70049
ENSG00000124743,6,53512699,53530506,46,9,52345,-0.84,0.79954
ENSG00000227885,6,53605547,53611820,14,4,52758,0.13532,0.44618
ENSG00000228614,6,53655673,53659072,8,3,53293,-0.51707,0.69745
ENSG00000137269,6,53659778,53788919,48,8,52694,-0.64396,0.7402
ENSG00000271218,6,53783772,53785586,7,2,53293,0.49276,0.31109
