ensembl_gene_id,hgnc_symbol,chromosome_name,start_position,end_position,strand,band,gene_biotype
ENSG00000266270,MIR5096,4,79741906,79741975,1,q21.21,miRNA
ENSG00000228446,,2,225364104,225364817,-1,q36.2,pseudogene
ENSG00000207548,MIR217,2,56210102,56210211,-1,p16.1,miRNA
ENSG00000087365,SF3B2,11,65818200,65836779,1,q13.1,protein_coding
ENSG00000261168,,1,151102551,151104086,-1,q21.3,sense_overlapping
ENSG00000228901,HMGN2P36,11,13631910,13632318,-1,p15.2,pseudogene
ENSG00000268560,,19,20794365,20798195,1,p12,lincRNA
ENSG00000199797,,22,28699742,28699838,1,q12.1,misc_RNA
ENSG00000257920,,12,97666470,97669987,-1,q23.1,lincRNA
ENSG00000176624,MEX3C,18,48700920,48744674,-1,q21.2,protein_coding
ENSG00000242175,RN7SL127P,4,79820009,79820306,1,q21.21,misc_RNA
ENSG00000266503,RN7SL162P,22,29038969,29039258,-1,q12.1,misc_RNA
ENSG00000269779,,19,20874142,20880421,1,p12,pseudogene
ENSG00000207798,MIR216A,2,56216085,56216194,-1,p16.1,miRNA
ENSG00000250644,,11,1768897,1780281,-1,p15.5,protein_coding
ENSG00000265753,RN7SL444P,1,151273143,151273439,-1,q21.3,misc_RNA
ENSG00000199299,RNA5SP430,16,75894946,75895055,-1,q23.1,rRNA
ENSG00000211520,MIR216B,2,56227849,56227930,-1,p16.1,miRNA
ENSG00000254791,FAR1-IT1,11,13690874,13691696,1,p15.2,sense_intronic
ENSG00000273481,,1,151300425,151300905,1,q21.3,lincRNA
ENSG00000226059,HMGB3P20,7,27022387,27022986,-1,p15.2,pseudogene
ENSG00000185009,AP3M1,10,75881524,75910821,-1,q22.2,protein_coding
ENSG00000226471,,22,29196671,29244547,1,q12.1,antisense
ENSG00000271167,LINC01109,8,77316293,77319373,1,q21.11,lincRNA
ENSG00000260223,,16,76141181,76181704,-1,q23.1,lincRNA
ENSG00000267302,,17,58042193,58074333,1,q23.1,lincRNA
ENSG00000232732,,2,200732119,200775882,-1,q33.1,processed_transcript
ENSG00000207293,,5,56464935,56465036,-1,q11.2,misc_RNA
ENSG00000224645,,1,151313124,151314442,1,q21.3,antisense
ENSG00000240454,RPL39P26,11,13707046,13707203,-1,p15.2,pseudogene
ENSG00000239880,,3,180040895,180042847,1,q26.33,pseudogene
ENSG00000229805,,2,56304552,56317517,-1,p16.1,lincRNA
ENSG00000212199,RNU6-127P,2,131987180,131987286,1,q21.1,snRNA
ENSG00000266055,,7,27062156,27062295,1,p15.2,miRNA
ENSG00000124602,UNC5CL,6,40994772,41006928,-1,p21.1,protein_coding
ENSG00000254300,LINC01111,8,77318889,77436591,1,q21.11,lincRNA
ENSG00000255794,RMST,12,97825431,97958813,1,q23.1,processed_transcript
ENSG00000226807,MROH5,8,142443929,142517330,-1,q24.3,polymorphic_pseudogene
ENSG00000268416,,19,20929729,20938056,-1,p12,lincRNA
ENSG00000237976,,1,151319443,151320503,1,q21.3,antisense
ENSG00000214869,TPM3P4,7,27063356,27064526,1,p15.2,pseudogene
ENSG00000200685,,11,13708097,13708205,-1,p15.2,misc_RNA
ENSG00000200673,RN7SKP174,7,144546848,144547177,-1,q35,misc_RNA
ENSG00000269885,VN1R79P,19,20941246,20941758,1,p12,pseudogene
ENSG00000224877,C17orf89,17,79213039,79215081,1,q25.3,protein_coding
ENSG00000248586,,5,56613816,56615847,-1,q11.2,pseudogene
ENSG00000167080,B4GALNT2,17,47209822,47247351,1,q21.32,protein_coding
ENSG00000241696,,3,180131962,180140294,1,q26.33,lincRNA
ENSG00000263828,MIR4439,2,225875178,225875257,-1,q36.2,miRNA
ENSG00000231431,FAR2P4,2,132046326,132066641,1,q21.1,pseudogene
ENSG00000236343,EI24P4,7,144702151,144703228,1,q35,pseudogene
ENSG00000255075,,11,13777574,13779107,1,p15.2,pseudogene
ENSG00000260983,,16,76262283,76296263,-1,q23.1,lincRNA
ENSG00000249307,LINC01088,4,79892902,80229952,1,q21.21,antisense
ENSG00000271894,,2,56374765,56613306,1,p16.1,processed_transcript
ENSG00000232784,,2,226264426,226265304,1,q36.3,lincRNA
ENSG00000213786,NHP2P2,7,27087788,27088247,1,p15.2,pseudogene
ENSG00000250961,,5,56690887,56829251,1,q11.2,antisense
ENSG00000269040,,19,20967402,20967958,-1,p12,pseudogene
ENSG00000228206,,2,226562970,226563255,1,q36.3,pseudogene
ENSG00000244485,RPL18P13,16,76268953,76269521,-1,q23.1,pseudogene
ENSG00000238711,RNY4P25,1,151411476,151411571,1,q21.3,misc_RNA
ENSG00000164318,EGFLAM,5,38258511,38465123,1,p13.2,protein_coding
ENSG00000253661,ZFHX4-AS1,8,77403435,77595513,-1,q21.11,antisense
ENSG00000266156,,19,20988317,20988400,1,p12,miRNA
ENSG00000252840,,1,151500307,151500414,-1,q21.3,snoRNA
ENSG00000167487,KLHL26,19,18747775,18781309,1,p13.11,protein_coding
ENSG00000232536,,1,151512992,151534331,1,q21.3,sense_intronic
ENSG00000269373,,19,21021321,21030223,-1,p12,pseudogene
ENSG00000255088,,11,13779658,13779892,-1,p15.2,pseudogene
ENSG00000252814,RN7SKP233,16,76321527,76321636,1,q23.1,misc_RNA
ENSG00000207606,MIR554,1,151518272,151518367,1,q21.3,miRNA
ENSG00000255411,,11,13806937,13869549,1,p15.2,lincRNA
ENSG00000164116,GUCY1A3,4,156587863,156653501,1,q32.1,protein_coding
ENSG00000264645,,16,76413923,76414056,1,q23.1,miRNA
ENSG00000269012,KRT18P40,19,21143914,21146176,1,p12,pseudogene
ENSG00000252022,,16,76503405,76503492,-1,q23.1,snoRNA
ENSG00000233251,,2,56400669,56412905,-1,p16.1,antisense
ENSG00000273301,,2,226563230,226568370,1,q36.3,lincRNA
ENSG00000223861,,1,151529922,151530416,1,q21.3,pseudogene
ENSG00000269147,,19,21147641,21148000,1,p12,pseudogene
ENSG00000254927,,11,13848390,13901046,-1,p15.2,lincRNA
ENSG00000250514,,16,76668895,76692375,1,q23.1,lincRNA
ENSG00000272858,,22,29210902,29211650,1,q12.1,sense_intronic
ENSG00000268326,,19,21155068,21166016,1,p12,lincRNA
ENSG00000254930,,11,13866409,13892163,-1,p15.2,lincRNA
ENSG00000224256,,22,29231881,29232125,-1,q12.1,pseudogene
ENSG00000230621,,2,226857697,226857913,-1,q36.3,pseudogene
ENSG00000259995,,16,76770239,76962066,1,q23.1,lincRNA
ENSG00000137221,TJAP1,6,43445261,43474294,1,p21.1,protein_coding
ENSG00000271598,,19,21208721,21208847,-1,p12,pseudogene
ENSG00000250734,,1,151584514,151585839,-1,q21.3,antisense
ENSG00000233429,HOTAIRM1,7,27135266,27139884,1,p15.2,antisense
ENSG00000201204,,11,95206436,95206538,-1,q21,misc_RNA
ENSG00000201856,RNA5SP331,11,13929031,13929137,-1,p15.2,rRNA
ENSG00000266426,MIR4719,16,76902833,76902916,1,q23.1,miRNA
ENSG00000121898,CPXM2,10,125465723,125699783,-1,q26.13,protein_coding
ENSG00000250390,,11,95215570,95230717,1,q21,lincRNA
ENSG00000265650,,19,21238809,21238886,1,p12,miRNA
ENSG00000254438,,11,13942997,13946410,-1,p15.2,lincRNA
ENSG00000206635,RNU6-1062P,1,151601800,151601906,1,q21.3,snRNA
ENSG00000213953,,2,187361840,187365393,1,q32.1,protein_coding
ENSG00000260797,,16,76912171,76912833,-1,q23.1,pseudogene
ENSG00000268598,VN1R80P,19,21246730,21247067,1,p12,pseudogene
ENSG00000250308,SALL4P1,5,56718291,56720218,1,q11.2,pseudogene
ENSG00000177108,ZDHHC22,14,77597613,77609077,-1,q24.3,protein_coding
ENSG00000117984,CTSD,11,1773982,1785222,-1,p15.5,protein_coding
ENSG00000227045,,1,151673502,151680862,1,q21.3,antisense
ENSG00000132128,LRRC41,1,46726868,46769280,-1,p34.1,protein_coding
ENSG00000255605,,11,95431250,95433787,1,q21,lincRNA
ENSG00000253681,,8,77488786,77491580,-1,q21.11,sense_intronic
ENSG00000201035,RNA5SP469,19,21295934,21296042,-1,p12,rRNA
ENSG00000249849,,5,177109295,177140970,1,q35.3,antisense
ENSG00000268846,,2,187367219,187367356,-1,q32.1,protein_coding
ENSG00000255552,LY6G6E,6,31679548,31681842,-1,p21.33,protein_coding
ENSG00000125447,GGA3,17,73232694,73258444,-1,q25.1,protein_coding
ENSG00000256240,,19,21301321,21301529,1,p12,pseudogene
ENSG00000264748,,5,56777647,56777730,-1,q11.2,miRNA
ENSG00000248943,,5,177228205,177230345,-1,q35.3,lincRNA
ENSG00000256885,,11,95556681,95557336,-1,q21,pseudogene
ENSG00000254305,MRPL9P1,8,77515475,77516087,-1,q21.11,pseudogene
ENSG00000206980,RNU6-662P,1,151720073,151720176,-1,q21.3,snRNA
ENSG00000235070,,2,227044760,227050087,-1,q36.3,lincRNA
ENSG00000248294,,5,56869854,56910168,1,q11.2,lincRNA
ENSG00000261063,,16,77235371,77283854,-1,q23.1,antisense
ENSG00000269621,,1,151728017,151732387,1,q21.3,antisense
ENSG00000222578,RNA5SP345,11,95573181,95573288,-1,q21,rRNA
ENSG00000268357,VN1R81P,19,21306620,21306991,1,p12,pseudogene
ENSG00000069943,PIGB,15,55611158,55647846,1,q21.3,protein_coding
ENSG00000226348,VN2R10P,16,77254303,77255155,1,q23.1,pseudogene
ENSG00000242993,,11,95696383,95696788,1,q21,pseudogene
ENSG00000263363,MIR5702,2,227523426,227523509,-1,q36.3,miRNA
ENSG00000236940,,1,151730135,151730918,1,q21.3,pseudogene
ENSG00000154920,EME1,17,48450581,48458844,1,q21.33,protein_coding
ENSG00000199395,RNA5SP93,2,56462352,56462465,-1,p16.1,rRNA
ENSG00000272622,,2,227664862,227675745,1,q36.3,lincRNA
ENSG00000253416,,8,77816827,77825635,1,q21.11,lincRNA
ENSG00000240522,RPL7AP10,19,21332451,21333241,-1,p12,pseudogene
ENSG00000231570,,2,56977435,56977698,1,p16.1,pseudogene
ENSG00000235786,ZNRF3-IT1,22,29388709,29414608,1,q12.1,sense_intronic
ENSG00000249436,,5,56910216,56913258,1,q11.2,lincRNA
ENSG00000152268,SPON1,11,13983914,14289646,1,p15.2,processed_transcript
ENSG00000266192,MIR1260B,11,96074602,96074690,1,q21,miRNA
ENSG00000261379,,2,227668752,227669777,1,q36.3,sense_intronic
ENSG00000250334,LINC00989,4,80413570,80497614,1,q21.21,lincRNA
ENSG00000266712,,8,77879004,77879086,-1,q21.11,miRNA
ENSG00000255679,JRKL-AS1,11,96180296,96239990,-1,q21,lincRNA
ENSG00000177993,ZNRF3-AS1,22,29420987,29427464,-1,q12.1,antisense
ENSG00000212391,,2,227833705,227833838,-1,q36.3,snoRNA
ENSG00000238690,,2,57243196,57243299,-1,p16.1,snoRNA
ENSG00000253952,HIGD1AP18,8,77925987,77926264,-1,q21.11,pseudogene
ENSG00000221608,,2,227988959,227989074,1,q36.3,miRNA
ENSG00000271115,,2,57275485,57276471,-1,p16.1,pseudogene
ENSG00000114120,SLC25A36,3,140660672,140698775,1,q23,protein_coding
ENSG00000249602,,1,151735860,151741977,-1,q21.3,antisense
ENSG00000222334,,8,78199052,78199131,1,q21.11,miRNA
ENSG00000226772,,22,29495029,29507671,-1,q12.1,antisense
ENSG00000200411,RNA5SP346,11,96207736,96207856,-1,q21,rRNA
ENSG00000252988,RNU6-111P,2,73525811,73525915,1,p13.1,snRNA
ENSG00000221195,,5,56938722,56938813,-1,q11.2,miRNA
ENSG00000244355,LY6G6D,6,31683133,31685581,1,p21.33,protein_coding
ENSG00000268995,VN1R82P,19,21371401,21371756,1,p12,pseudogene
ENSG00000270569,,2,57656683,57657828,-1,p16.1,pseudogene
ENSG00000170089,,5,177236408,177377733,1,q35.3,pseudogene
ENSG00000269883,,14,77607026,77609339,1,q24.3,protein_coding
ENSG00000254366,,8,78311308,78449526,1,q21.12,lincRNA
ENSG00000214484,,2,73597147,73598020,1,p13.1,pseudogene
ENSG00000256684,,11,96241589,96247912,1,q21,lincRNA
ENSG00000232937,,1,151738185,151738865,1,q21.3,sense_intronic
ENSG00000143401,ANP32E,1,150190717,150208504,-1,q21.2,protein_coding
ENSG00000268892,,19,21404447,21405548,-1,p12,pseudogene
ENSG00000236432,,2,228085768,228189917,-1,q36.3,antisense
ENSG00000257576,,12,56904786,56906487,1,q13.3,pseudogene
ENSG00000249646,OR7E94P,4,80508456,80509284,-1,q21.21,pseudogene
ENSG00000249198,,5,57047019,57047544,-1,q11.2,lincRNA
ENSG00000254587,,11,96461317,96584822,1,q21,lincRNA
ENSG00000268288,,1,151738962,151739476,-1,q21.3,antisense
ENSG00000173372,C1QA,1,22962999,22966101,1,p36.12,protein_coding
ENSG00000200871,RNU6-810P,22,29530002,29530108,1,q12.1,snRNA
ENSG00000269839,,19,21407900,21428043,-1,p12,pseudogene
ENSG00000171094,ALK,2,29415640,30144432,-1,p23.1,protein_coding
ENSG00000214297,ALDOAP2,10,127355444,127356519,-1,q26.13,pseudogene
ENSG00000266864,,5,57168766,57168873,-1,q11.2,miRNA
ENSG00000251952,RNU6-1219P,22,29587685,29587796,-1,q12.1,snRNA
ENSG00000230002,ALMS1-IT1,2,73683891,73686611,1,p13.1,sense_intronic
ENSG00000188817,SNTN,3,63638344,63664696,1,p14.2,protein_coding
ENSG00000254001,,8,79060336,79066148,1,q21.12,lincRNA
ENSG00000255376,,11,96513671,96514225,-1,q21,pseudogene
ENSG00000212168,,2,57771670,57771734,1,p16.1,snoRNA
ENSG00000109066,TMEM104,17,72772622,72835918,1,q25.1,protein_coding
ENSG00000123374,CDK2,12,56360553,56366568,1,q13.2,protein_coding
ENSG00000242291,RPL36AP51,19,21416137,21416454,1,p12,pseudogene
ENSG00000237015,,22,29656878,29658026,1,q12.2,antisense
ENSG00000203288,,1,151763280,151766878,1,q21.3,antisense
ENSG00000201579,RNU6-343P,12,56982302,56982405,1,q13.3,snRNA
ENSG00000251399,,4,80517696,80518327,1,q21.21,lincRNA
ENSG00000271615,,2,57982563,57993187,1,p16.1,pseudogene
ENSG00000207031,SNORD59A,12,57038811,57038885,-1,q13.3,snoRNA
ENSG00000221087,,2,73715706,73715787,-1,p13.1,miRNA
ENSG00000252935,RNU6-1220P,8,79310750,79310857,-1,q21.12,snRNA
ENSG00000265574,,17,30438581,30439609,-1,q11.2,pseudogene
ENSG00000228021,,10,127371798,127398627,1,q26.13,lincRNA
ENSG00000255205,MED28P5,11,96871274,96871711,-1,q21,pseudogene
ENSG00000241217,RN7SL809P,12,57064236,57064530,-1,q13.3,misc_RNA
ENSG00000269489,,1,151770530,151771078,1,q21.3,lincRNA
ENSG00000163016,ALMS1P,2,73872046,73912703,1,p13.1,pseudogene
ENSG00000249584,,5,57186154,57194989,-1,q11.2,lincRNA
ENSG00000263985,,17,30462748,30462833,-1,q11.2,miRNA
ENSG00000153721,CNKSR3,6,154708638,154831793,-1,q25.2,protein_coding
ENSG00000254266,,8,79338338,79470738,-1,q21.12,lincRNA
ENSG00000268747,,19,21458825,21459134,-1,p12,pseudogene
ENSG00000258679,,12,57216769,57268052,1,q13.3,pseudogene
ENSG00000201134,,1,151814212,151814313,-1,q21.3,misc_RNA
ENSG00000270753,,11,96957160,96957682,-1,q21,pseudogene
ENSG00000163138,PACRGL,4,20697905,20754530,1,p15.31,protein_coding
ENSG00000248408,,4,80584915,80617991,1,q21.21,lincRNA
ENSG00000273216,,22,29712733,29713209,-1,q12.2,sense_intronic
ENSG00000265293,ARGFXP2,17,30477452,30478523,-1,q11.2,pseudogene
ENSG00000234614,,1,151814353,151822861,1,q21.3,antisense
ENSG00000198185,ZNF334,20,45129701,45142198,-1,q13.12,protein_coding
ENSG00000238899,,5,57366015,57366118,1,q11.2,snoRNA
ENSG00000255039,,11,97093644,97130987,-1,q21,lincRNA
ENSG00000251321,PCAT4,4,80748625,80798924,1,q21.21,lincRNA
ENSG00000268521,VN1R83P,19,21472356,21472800,-1,p12,pseudogene
ENSG00000251738,,2,58289716,58289800,-1,p16.1,miRNA
ENSG00000239127,SNORD125,22,29729152,29729247,-1,q12.2,snoRNA
ENSG00000268322,,19,21500963,21501521,1,p12,pseudogene
ENSG00000223810,KRT8P28,1,151921999,151923388,-1,q21.3,pseudogene
ENSG00000199315,RNA5SP347,11,97528464,97528582,1,q22.1,rRNA
ENSG00000266282,UBL5P2,17,30554909,30555127,-1,q11.2,pseudogene
ENSG00000248132,,5,57403909,57418168,-1,q11.2,lincRNA
ENSG00000255502,,11,97749781,97813762,-1,q22.1,lincRNA
ENSG00000242156,,22,29815144,29819182,-1,q12.2,pseudogene
ENSG00000268731,,19,21564022,21564723,-1,p12,pseudogene
ENSG00000212620,,4,80764256,80764382,1,q21.21,snoRNA
ENSG00000263674,,17,30607406,30607972,-1,q11.2,antisense
ENSG00000266382,MIR5703,2,228336848,228336903,1,q36.3,miRNA
ENSG00000260398,,8,79518187,79521940,1,q21.12,sense_overlapping
ENSG00000236530,,4,81000686,81002276,1,q21.21,pseudogene
ENSG00000204872,,2,73927754,73928432,-1,p13.1,pseudogene
ENSG00000236116,,2,228481714,228482506,-1,q36.3,sense_intronic
ENSG00000258816,,12,57249478,57249670,1,q13.3,pseudogene
ENSG00000254555,,11,97779253,97779537,-1,q22.1,pseudogene
ENSG00000229021,NBPF18P,1,151967007,152015250,1,q21.3,antisense
ENSG00000207782,MIR150,19,50004042,50004125,-1,q13.33,miRNA
ENSG00000273063,,2,58468484,58468821,1,p16.1,antisense
ENSG00000165553,NGB,14,77731826,77737655,-1,q24.3,protein_coding
ENSG00000265794,,17,30651450,30687719,1,q11.2,processed_transcript
ENSG00000225465,RFPL1S,22,29832818,29874164,-1,q12.2,antisense
ENSG00000254352,,8,79636031,79636371,-1,q21.12,pseudogene
ENSG00000159189,C1QC,1,22970123,22974603,1,p36.12,protein_coding
ENSG00000216073,,11,97783797,97783889,-1,q22.1,miRNA
ENSG00000224023,,10,127389005,127408135,-1,q26.13,lincRNA
ENSG00000273245,,2,73977383,73977913,-1,p13.1,lincRNA
ENSG00000268681,COX6CP7,19,50005689,50005896,-1,q13.33,pseudogene
ENSG00000250599,,2,228497685,228513322,-1,q36.3,pseudogene
ENSG00000168907,PLA2G4F,15,42433332,42448839,-1,q15.1,protein_coding
ENSG00000233426,EIF3FP3,2,58478575,58479703,1,p16.1,pseudogene
ENSG00000255380,,11,98000967,98001926,-1,q22.1,pseudogene
ENSG00000253919,PRKRIRP7,8,79672377,79674666,-1,q21.12,pseudogene
ENSG00000271536,,2,74104693,74105989,1,p13.1,pseudogene
ENSG00000212383,,12,57255159,57255292,1,q13.3,snoRNA
ENSG00000213976,,19,21565667,21569979,1,p12,pseudogene
ENSG00000261618,,8,79749764,79752757,1,q21.12,lincRNA
ENSG00000248271,PGAM1P1,5,57457024,57457579,1,q11.2,pseudogene
ENSG00000237883,DGUOK-AS1,2,74174769,74208568,-1,p13.1,antisense
ENSG00000240667,,1,151991138,151994984,1,q21.3,pseudogene
ENSG00000142459,EVI5L,19,7895119,7929862,1,p13.2,protein_coding
ENSG00000207073,,19,50069929,50070029,1,q13.33,misc_RNA
ENSG00000254939,,11,98435804,98437557,-1,q22.1,pseudogene
ENSG00000264969,,8,80009598,80009688,1,q21.12,miRNA
ENSG00000248874,C5orf17,5,23951457,24178372,1,p14.2,protein_coding
ENSG00000233661,SPIN4-AS1,X,62569525,62572057,1,q11.1,antisense
ENSG00000268636,,19,50129251,50129696,-1,q13.33,antisense
ENSG00000253659,,8,80209952,80226706,1,q21.13,lincRNA
ENSG00000264413,,19,50185328,50185411,1,q13.33,miRNA
ENSG00000265139,,17,30655460,30656414,1,q11.2,lincRNA
ENSG00000253391,,8,80432380,80432884,1,q21.13,pseudogene
ENSG00000268119,,19,21627043,21646710,-1,p12,processed_transcript
ENSG00000135637,CCDC142,2,74699113,74710535,-1,p13.1,protein_coding
ENSG00000225226,,2,58503012,58523683,1,p16.1,lincRNA
ENSG00000268677,,19,50192110,50193830,-1,q13.33,antisense
ENSG00000104059,FAM189A1,15,29412457,29862927,-1,q13.1,protein_coding
ENSG00000102076,OPN1LW,X,153409698,153424507,1,q28,protein_coding
ENSG00000234208,,22,29909878,29931379,-1,q12.2,sense_intronic
ENSG00000254097,IGKV3D-25,2,90028797,90029031,1,p11.2,IG_V_pseudogene
ENSG00000231729,ARHGEF9-IT1,X,62890076,62891382,-1,q11.1,sense_intronic
ENSG00000201876,RNA5SP97,2,74195250,74195333,-1,p13.1,rRNA
ENSG00000263767,,3,129752301,129752388,-1,q22.1,miRNA
ENSG00000231924,PSG1,19,43370616,43383974,-1,q13.2,protein_coding
ENSG00000240540,RPL3P9,8,80483388,80484570,-1,q21.13,pseudogene
ENSG00000248483,POU5F2,5,93070508,93077343,-1,q15,protein_coding
ENSG00000235499,,2,74212259,74213470,1,p13.1,lincRNA
ENSG00000233010,RPEP4,22,30004889,30005490,1,q12.2,pseudogene
ENSG00000243829,,19,50222755,50223338,-1,q13.33,pseudogene
ENSG00000236813,BTF3P8,X,62986755,62987280,1,q11.1,pseudogene
ENSG00000232678,SPTLC1P4,1,152050428,152050687,1,q21.3,pseudogene
ENSG00000103326,CAPN15,16,577717,604636,1,p13.3,protein_coding
ENSG00000255989,,2,74213653,74220867,1,p13.1,lincRNA
ENSG00000254599,,11,98547121,98554465,1,q22.1,lincRNA
ENSG00000178922,HYI,1,43916824,43919660,-1,p34.2,protein_coding
ENSG00000272021,,5,95185013,95185559,1,q15,lincRNA
ENSG00000254830,,11,98809642,98815809,-1,q22.1,lincRNA
ENSG00000257800,FNBP1P1,2,74347807,74350345,1,p13.1,pseudogene
ENSG00000222532,MIR1468,X,63005882,63005967,-1,q11.2,miRNA
ENSG00000233723,LINC01122,2,58654934,59290901,1,p16.1,lincRNA
ENSG00000257599,OVCH1-AS1,12,29542227,29640421,1,p11.22,protein_coding
ENSG00000223269,RN7SKP53,11,98990906,98991220,1,q22.1,misc_RNA
ENSG00000234134,,10,127407340,127407934,-1,q26.13,sense_intronic
ENSG00000226716,,1,152095010,152097541,1,q21.3,antisense
ENSG00000254345,IGKV2D-23,2,90048212,90048737,1,p11.2,IG_V_pseudogene
ENSG00000092148,HECTD1,14,31569318,31677010,-1,q12,protein_coding
ENSG00000232396,,22,30101245,30115848,-1,q12.2,antisense
ENSG00000266616,,11,99295669,99295736,-1,q22.1,miRNA
ENSG00000272138,,8,80680377,80715077,1,q21.13,lincRNA
ENSG00000232794,HNRNPDP1,X,63264185,63264938,1,q11.2,pseudogene
ENSG00000239390,RN7SL87P,5,143520444,143520729,1,q31.3,misc_RNA
ENSG00000233792,HDHD1P2,1,152096914,152097556,-1,q21.3,pseudogene
ENSG00000255547,RPA2P3,11,100207588,100208357,1,q22.1,pseudogene
ENSG00000225439,BOLA3-AS1,2,74375136,74377188,1,p13.1,antisense
ENSG00000263749,OOSP1P2,17,30670793,30671143,-1,q11.2,pseudogene
ENSG00000268658,LINC00664,19,21666176,21686040,1,p12,lincRNA
ENSG00000249605,,5,143748897,143764873,1,q31.3,sense_intronic
ENSG00000256894,,12,26278088,26279550,-1,p12.1,antisense
ENSG00000157637,SLC38A10,17,79218800,79269347,-1,q25.3,protein_coding
ENSG00000206599,RNU6-841P,19,50267781,50267887,-1,q13.33,snRNA
ENSG00000269194,,19,50312190,50312995,1,q13.33,antisense
ENSG00000207928,MIR632,17,30677128,30677221,1,q11.2,miRNA
ENSG00000272774,,3,72227430,72227961,1,p13,lincRNA
ENSG00000242165,RN7SL222P,11,100512709,100513004,-1,q22.1,misc_RNA
ENSG00000236991,EDRF1-AS1,10,127433296,127440679,-1,q26.13,antisense
ENSG00000237975,FLG-AS1,1,152140601,152339163,1,q21.3,antisense
ENSG00000038358,EDC4,16,67906926,67918406,1,q22.1,protein_coding
ENSG00000250972,CKS1BP5,5,143818769,143819041,1,q31.3,pseudogene
ENSG00000266385,,17,30738236,30739439,1,q11.2,lincRNA
ENSG00000255059,,11,100537190,100537693,1,q22.1,pseudogene
ENSG00000242618,,3,72252095,72259043,-1,p13,lincRNA
ENSG00000239446,,22,30107809,30115703,-1,q12.2,antisense
ENSG00000250362,,5,95197490,95210223,1,q15,processed_transcript
ENSG00000268006,PTOV1-AS1,19,50341896,50354933,-1,q13.33,antisense
ENSG00000256234,,12,26364097,26488789,-1,p12.1,antisense
ENSG00000173369,C1QB,1,22979255,22988031,1,p36.12,protein_coding
ENSG00000249328,,8,80681607,80783994,-1,q21.13,lincRNA
ENSG00000264083,,17,30757986,30759860,1,q11.2,lincRNA
ENSG00000273471,,2,111143988,111191250,-1,q13,processed_transcript
ENSG00000248027,,11,100554893,100558686,-1,q22.1,antisense
ENSG00000271358,,14,96485821,96486102,1,q32.2,pseudogene
ENSG00000255750,,12,26383752,26472653,-1,p12.1,antisense
ENSG00000257767,,12,112191694,112229222,1,q24.12,protein_coding
ENSG00000268047,,19,50356144,50358224,-1,q13.33,antisense
ENSG00000221236,,14,96603188,96603280,1,q32.2,miRNA
ENSG00000200976,,22,30154747,30154848,1,q12.2,misc_RNA
ENSG00000253365,IGKV1D-22,2,90049551,90049994,1,p11.2,IG_V_pseudogene
ENSG00000213488,,5,143901703,143902551,1,q31.3,pseudogene
ENSG00000258412,,14,96677197,96681155,1,q32.2,sense_intronic
ENSG00000265208,,11,100665172,100665266,1,q22.1,miRNA
ENSG00000207455,RNU6-331P,22,30295576,30295682,-1,q12.2,snRNA
ENSG00000265954,MIR4749,19,50357848,50357908,1,q13.33,miRNA
ENSG00000238884,RNU7-85P,8,80712368,80712430,-1,q21.13,snRNA
ENSG00000129566,TEP1,14,20833826,20881588,-1,q11.2,protein_coding
ENSG00000200047,RN7SKP115,11,100710361,100710677,1,q22.1,misc_RNA
ENSG00000222316,,5,76433792,76433901,1,q13.3,miRNA
ENSG00000238388,,11,100805005,100805109,1,q22.1,snoRNA
ENSG00000272518,,8,80868700,80869616,-1,q21.13,sense_intronic
ENSG00000212070,,3,72311473,72311579,-1,p13,miRNA
ENSG00000251566,HMGB1P35,5,76442393,76442990,1,q13.3,pseudogene
ENSG00000183571,PGPEP1L,15,99511459,99551024,-1,q26.3,protein_coding
ENSG00000164615,CAMLG,5,134074191,134087847,1,q31.1,protein_coding
ENSG00000255504,,11,101018881,101080322,1,q22.1,pseudogene
ENSG00000269352,,19,50360227,50362546,-1,q13.33,antisense
ENSG00000260670,,3,72370202,72373178,-1,p13,lincRNA
ENSG00000138448,ITGAV,2,187454792,187545628,1,q32.1,protein_coding
ENSG00000244345,,3,72553957,72599703,-1,p13,lincRNA
ENSG00000263885,MIR3920,11,101390551,101390636,-1,q22.1,miRNA
ENSG00000251400,ALDH7A1P1,5,76586093,76587625,1,q13.3,pseudogene
ENSG00000272264,,8,80944959,80945535,-1,q21.13,lincRNA
ENSG00000133315,MACROD1,11,63766030,63933578,-1,q13.1,protein_coding
ENSG00000221736,,22,30340198,30340285,1,q12.2,miRNA
ENSG00000254205,,8,81035087,81039905,1,q21.13,antisense
ENSG00000271257,,5,57799122,57799527,1,q11.2,pseudogene
ENSG00000254506,,11,101455026,101465887,1,q22.1,pseudogene
ENSG00000251314,,5,95297705,95966789,1,q15,antisense
ENSG00000201810,,3,180260489,180260624,1,q26.33,snoRNA
ENSG00000244019,RPS2P24,5,76841222,76842091,1,q13.3,pseudogene
ENSG00000241550,RN7SL41P,8,81116841,81117135,1,q21.13,misc_RNA
ENSG00000227117,,22,30404731,30476469,-1,q12.2,antisense
ENSG00000101203,COL20A1,20,61924538,61966203,1,q13.33,protein_coding
ENSG00000265699,MIR548AE2,5,57825870,57825936,-1,q11.2,miRNA
ENSG00000184115,,2,111160491,111192743,-1,q13,lincRNA
ENSG00000244363,RPL7P23,5,76878198,76879010,1,q13.3,pseudogene
